id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
936,98,87,9,1000,15000,33643461,Marmaduke ,11257,20061,0,65,50000000,2010,2000,4.2,2.35,0
937,315,129,16000,447,13000,32741596,Hereafter ,80140,14344,0,323,50000000,2010,563,6.5,2.35,16000
938,136,115,58,401,33000,31874869,Murder by Numbers ,43574,34606,0,302,50000000,2002,455,6.1,1.85,0
939,61,132,503,282,45000,30306268,Assassins ,62981,58528,0,84,50000000,1995,13000,6.3,1.85,0
940,209,131,73,163,879,27667947,Hannibal Rising ,86374,1344,0,392,50000000,2007,184,6.2,2.35,3000
941,99,95,0,323,13000,27067160,The Story of Us ,18404,14706,1,150,50000000,1999,559,5.9,1.85,0
942,298,125,487,201,430,26616999,The Host ,92461,1300,3,347,40000000,2013,329,5.9,2.35,43000
943,131,98,323,511,933,26536120,Basic ,49926,3357,0,286,50000000,2003,631,6.5,2.35,0
944,146,110,16000,581,16000,26199517,Blood Work ,34356,18635,1,260,50000000,2002,1000,6.4,2.35,705
945,245,118,670,294,6000,25450527,The International ,80196,7654,0,190,50000000,2009,450,6.5,2.35,0
946,104,101,0,764,12000,25407250,Escape from L.A. ,54021,15935,0,227,50000000,1996,898,5.7,2.35,0
947,162,90,663,521,14000,23159305,The Iron Giant ,128455,16358,1,514,70000000,1999,631,8,2.35,0
948,259,119,0,639,13000,24006726,The Life Aquatic with Steve Zissou ,139535,15757,8,632,50000000,2004,1000,7.3,2.35,0
949,79,139,378,303,11000,20389967,Free State of Jones ,3077,12786,1,47,50000000,2016,552,6.7,1.85,10000
950,141,130,317,256,18000,19593740,The Life of David Gale ,88270,32637,0,420,50000000,2003,14000,7.5,2.35,0
951,59,100,65,730,1000,19118247,Man of the House ,19829,6171,5,94,40000000,2005,923,5.4,2.35,779
952,236,114,174,655,14000,26442251,Run All Night ,76010,16992,2,205,50000000,2015,988,6.6,2.35,15000
953,356,96,0,509,10000,17114882,Eastern Promises ,189249,17211,1,398,25000000,2007,6000,7.7,1.85,0
954,120,110,134,795,23000,18472363,Into the Blue ,63599,25049,3,208,50000000,2005,1000,5.8,2.35,0
955,111,158,0,15,51,14131298,The Messenger: The Story of Joan of Arc ,55889,144,0,390,390000000,1999,40,6.4,2.35,0
956,208,102,234,11000,20000,21557240,Your Highness ,85237,45202,3,274,49900000,2011,11000,5.6,2.35,18000
957,174,84,260,692,6000,21283440,Dream House ,46239,8018,0,137,55000000,2011,694,6,2.35,0
958,59,115,333,317,972,10556196,Mad City ,16562,2606,2,73,50000000,1997,713,6.2,2.35,697
959,22,99,32,479,1000,16671505,Baby's Day Out ,33186,2949,1,78,50000000,1994,619,5.9,1.85,0
960,34,135,596,2000,10000,10400000,The Scarlet Letter ,12037,15820,1,90,50000000,1995,3000,5.1,2.35,943
961,214,108,218,405,6000,9528092,Fair Game ,38513,10191,2,127,22000000,2010,3000,6.8,2.35,9000
962,186,127,12000,897,984,10137232,Domino ,58015,5702,0,374,50000000,2005,940,6,2.35,0
963,50,107,607,602,2000,9795017,Jade ,9227,5461,0,70,50000000,1995,979,5.1,1.85,422
964,180,95,83,1000,18000,20488579,Gamer ,113483,29926,1,245,50000000,2009,8000,5.8,1.85,0
965,231,124,98,592,1000,19445217,Beautiful Creatures ,67796,3580,7,258,60000000,2013,852,6.2,2.35,14000
966,105,109,0,809,49000,8355815,Death to Smoochy ,34730,52885,2,341,55000000,2002,811,6.4,1.85,0
967,226,102,0,1000,14000,28837115,Zoolander 2 ,34964,24107,4,150,50000000,2016,8000,4.8,2.35,28000
968,75,88,5,338,11000,6471394,The Big Bounce ,15880,11972,5,93,50000000,2004,387,4.9,2.35,288
969,82,87,0,591,2000,6291602,What Planet Are You From? ,8070,3954,0,91,50000000,2000,602,5.6,1.85,255
970,296,104,71,982,12000,10706786,Drive Angry ,81800,16481,1,211,50000000,2011,2000,5.5,1.85,15000
971,103,96,43,77,841,8742261,Street Fighter: The Legend of Chun-Li ,19824,1385,2,179,18000000,2009,342,3.7,2.35,0
972,98,85,70,848,26000,43905746,The One ,77684,32831,1,294,49000000,2001,5000,5.9,2.35,0
973,48,104,212,380,879,21413502,The Adventures of Ford Fairlane ,14429,2795,5,113,40000000,1990,560,6.3,2.35,2000
974,223,190,0,215,599,124107476,Traffic ,170684,1418,0,867,48000000,2000,399,7.6,1.85,0
975,149,127,14000,440,11000,197171806,Indiana Jones and the Last Crusade ,515306,12884,5,477,48000000,1989,844,8.3,2.35,0
976,371,120,662,502,20000,31569268,Chappie ,172965,23051,0,627,49000000,2015,2000,6.9,2.35,67000
977,75,118,176,308,18000,66488090,The Bone Collector ,120202,29748,2,397,48000000,1999,11000,6.7,2.35,0
978,233,112,21000,237,17000,95308367,Panic Room ,206104,18141,0,850,48000000,2002,324,6.8,2.35,0
979,150,114,737,393,2000,60652036,Three Kings ,137854,3743,1,560,48000000,1999,490,7.1,2.35,3000
980,172,137,79,194,27000,1206135,Child 44 ,40568,27666,3,185,50000000,2015,254,6.4,2.35,18000
981,103,112,109,261,779,56607223,Rat Race ,93367,1823,8,497,48000000,2001,629,6.4,2.35,0
982,140,120,34,1000,18000,50173190,K-PAX ,148490,33615,1,537,48000000,2001,12000,7.4,2.35,0
983,125,123,446,821,20000,47095453,Kate & Leopold ,64595,22209,1,316,48000000,2001,1000,6.4,1.85,0
984,125,93,11000,484,3000,37879996,Bedazzled ,81888,5390,2,254,48000000,2000,575,6,2.35,0
985,36,123,0,886,12000,25900000,The Cotton Club ,12771,18793,1,84,58000000,1984,5000,6.5,1.85,828
986,295,122,446,600,23000,53574088,3:10 to Yuma ,237872,33548,1,560,55000000,2007,8000,7.8,2.35,0
987,222,115,118,482,14000,89253340,Taken 3 ,133436,16967,0,323,48000000,2014,794,6,2.35,38000
988,158,123,0,23,3000,37339525,Out of Sight ,71708,3768,1,307,48000000,1998,745,7,1.85,0
989,72,96,0,302,2000,60154431,The Cable Guy ,122347,3718,1,345,47000000,1996,1000,6,2.35,0
990,72,105,631,327,678,103738726,Dick Tracy ,47819,2096,1,164,100000000,1990,631,6.1,1.85,2000
991,152,113,323,835,1000,69304264,The Thomas Crown Affair ,73068,4660,0,419,48000000,1999,977,6.8,2.35,0
992,89,132,545,807,919,29781453,Riding in Cars with Boys ,22447,4796,1,210,48000000,2001,811,6.4,1.85,0
993,93,75,0,677,4000,15519841,Happily N'Ever After ,8693,6863,3,71,47000000,2006,769,4.5,1.85,261
994,46,108,350,77,8000,5600000,Mary Reilly ,11913,8349,1,97,47000000,1996,115,5.8,1.85,616
995,84,105,29,692,8000,126805112,My Best Friend's Wedding ,98199,12344,1,169,46000000,1997,1000,6.3,2.35,0
996,142,102,148,135,8000,93607673,America's Sweethearts ,47573,9176,4,343,48000000,2001,973,5.7,2.35,881
997,185,118,22000,319,14000,67263182,Insomnia ,218771,15658,0,651,46000000,2002,509,7.2,2.35,0
998,143,111,906,906,1000,92001027,Star Trek: First Contact ,97838,6315,2,286,45000000,1996,1000,7.6,2.35,3000
999,178,81,39,364,13000,10539414,Jonah Hex ,45729,14619,1,176,47000000,2010,541,4.7,2.35,0
1000,65,116,380,826,18000,58918501,Courage Under Fire ,40126,33233,1,107,46000000,1996,13000,6.6,1.85,975
1001,73,86,293,255,509,181395380,Liar Liar ,220392,2070,1,243,45000000,1997,418,6.8,1.85,0
1002,72,127,65,345,788,14946229,The Infiltrator ,2581,2104,1,29,25000000,2016,423,7.3,2.35,0
1003,35,91,32,628,924,130512915,The Flintstones ,60884,3244,2,85,45000000,1994,664,4.8,1.33,0
1004,358,98,118,558,14000,139852971,Taken 2 ,238671,16410,0,461,45000000,2012,935,6.3,2.35,63000
1005,151,84,119,750,807,110000082,Scary Movie 3 ,111526,3629,7,347,48000000,2003,780,5.5,1.85,0
1006,140,109,80,213,545,106807667,Miss Congeniality ,137377,1574,1,370,45000000,2000,337,6.2,1.85,0
1007,201,93,40,311,14000,101702060,Journey to the Center of the Earth ,85323,17925,0,212,45000000,2008,3000,5.8,1.85,0
1008,77,113,0,995,11000,95149435,The Princess Diaries 2: Royal Engagement ,53687,15362,2,152,40000000,2004,1000,5.7,1.85,1000
1009,43,141,79,956,18000,100768056,The Pelican Brief ,59569,30063,0,89,45000000,1993,8000,6.5,2.35,0
1010,39,119,541,551,821,92115211,The Client ,45798,4043,3,94,45000000,1994,577,6.7,2.35,1000
1011,207,97,0,760,11000,93452056,The Bucket List ,184795,14868,1,310,45000000,2007,2000,7.4,1.85,22000
1012,47,117,176,308,11000,83287363,Patriot Games ,81442,12757,1,137,45000000,1992,530,6.9,2.35,0
1013,132,101,126,586,3000,82931301,Monster-in-Law ,43358,6292,0,228,60000000,2005,949,5.5,2.35,0
1014,454,153,777,1000,20000,60962878,Prisoners ,383591,37321,2,620,46000000,2013,15000,8.1,1.85,86000
1015,109,122,845,854,18000,76261036,Training Day ,305929,22370,2,633,45000000,2001,881,7.7,2.35,0
1016,213,102,23,436,25000,71423726,Galaxy Quest ,123558,26998,3,609,45000000,1999,724,7.3,2.35,19000
1017,127,83,322,179,1000,71277420,Scary Movie 2 ,119590,1645,7,548,45000000,2001,422,5.2,1.85,0
1018,398,103,33,84,970,88625922,The Muppets ,75176,1336,3,252,45000000,2011,91,7.1,1.85,26000
1019,184,110,45,595,886,70001065,Blade ,191437,3174,1,582,45000000,1998,650,7.1,2.35,0
1020,127,136,49,730,17000,67253092,Coach Carter ,92702,20299,0,209,30000000,2005,807,7.2,2.35,0
1021,167,91,50,67,521,66790248,Changing Lanes ,57281,758,0,350,45000000,2002,108,6.5,2.35,0
1022,119,89,49,514,2000,65557989,Anaconda ,73539,3717,0,271,45000000,1997,902,4.6,2.35,0
1023,155,107,18,560,811,60786269,Coyote Ugly ,90539,3106,5,379,45000000,2000,625,5.6,2.35,0
1024,218,129,628,548,14000,59365105,Love Actually ,318634,28886,9,1004,45000000,2003,14000,7.7,2.35,52000
1025,117,95,487,1000,18000,162792677,A Bug's Life ,211226,24205,0,317,120000000,1998,1000,7.2,2.35,0
1026,208,122,117,140,40000,31598308,From Hell ,124765,41636,1,541,35000000,2001,1000,6.8,2.35,0
1027,38,110,49,20,13000,57362581,The Specialist ,50148,13331,2,116,45000000,1994,279,5.4,1.85,0
1028,48,135,41,808,982,53854588,Tin Cup ,37911,3648,0,73,45000000,1996,843,6.3,2.35,1000
1029,276,109,37,651,11000,51019112,The Hitchhiker's Guide to the Galaxy ,155745,14073,0,1053,50000000,2005,2000,6.8,2.35,10000
1030,59,93,38,631,1000,48114556,Fat Albert ,9380,4604,1,91,26000000,2004,641,4.3,2.35,531
1031,216,94,85,443,14000,50648679,Resident Evil: Extinction ,149549,16225,1,348,45000000,2007,706,6.3,2.35,0
1032,173,117,153,734,35000,46280507,Blended ,87165,49743,0,184,40000000,2014,11000,6.5,1.85,12000
1033,99,112,61,501,1000,38360195,Last Holiday ,21215,3757,1,116,45000000,2006,976,6.4,2.35,0
1034,42,111,161,132,11000,46815748,The River Wild ,32544,12161,1,69,45000000,1994,894,6.3,2.35,0
1035,25,96,0,563,1000,35617599,The Indian in the Cupboard ,20688,2965,1,47,45000000,1995,845,5.9,1.85,0
1036,339,141,0,404,749,47307550,Savages ,104301,1948,4,269,45000000,2012,463,6.5,2.35,28000
1037,127,94,160,167,550,32003620,Cellular ,79141,1102,1,355,25000000,2004,216,6.5,2.35,2000
1038,122,87,29,252,427,27972410,Johnny English ,114692,1461,1,285,35000000,2003,304,6.1,1.85,2000
1039,105,88,8,8000,12000,28133159,The Ant Bully ,30055,33822,1,70,50000000,2006,11000,5.9,1.85,593
1040,144,177,0,202,913,27400000,Dune ,97087,2449,3,569,40000000,1984,362,6.6,2.35,11000
1041,156,133,278,107,5000,24343673,Across the Universe ,91860,5405,0,524,45000000,2007,117,7.4,2.35,14000
1042,323,119,0,10000,29000,22877808,Revolutionary Road ,152591,53895,0,414,35000000,2008,14000,7.3,2.35,0
1043,199,102,503,795,13000,36883539,16 Blocks ,112769,15053,2,305,52000000,2006,929,6.6,2.35,0
1044,164,101,326,510,14000,22531698,Babylon A.D. ,81523,15990,0,214,70000000,2008,844,5.6,2.35,0
1045,39,91,29,322,2000,20400913,The Glimmer Man ,15455,3855,1,80,45000000,1996,461,5.3,1.85,451
1046,43,117,11000,451,905,20101861,Multiplicity ,24757,2348,0,81,45000000,1996,484,6,2.35,0
1047,82,86,13,553,1000,25200412,Aliens in the Attic ,16580,3423,3,55,45000000,2009,701,5.4,1.85,916
1048,150,124,0,19,723,19719930,The Pledge ,42621,793,0,531,45000000,2001,44,6.8,2.35,0
1049,168,134,38,2000,11000,19377727,The Producers ,35140,24351,3,409,45000000,2005,8000,6.4,2.35,0
1050,432,95,38,20,409,13401683,Dredd ,203461,578,0,588,35000000,2012,107,7.1,2.35,46000
1051,60,100,23,579,1000,17300889,The Phantom ,27648,3855,0,148,45000000,1996,642,4.9,2.35,0
1052,85,220,0,820,13000,15527125,All the Pretty Horses ,11388,15006,2,183,57000000,2000,861,5.8,2.35,652
1053,83,212,0,805,12000,13560960,Nixon ,23996,21130,0,161,50000000,1995,5000,7.1,2.35,915
1054,343,128,2000,501,854,15523168,The Ghost Writer ,132423,2507,2,349,45000000,2010,766,7.2,2.35,15000
1055,106,106,208,855,3000,11146409,Deep Rising ,26551,6558,0,273,45000000,1998,1000,6,2.35,0
1056,158,160,0,826,23000,7916887,Miracle at St. Anna ,15697,26982,0,182,45000000,2008,1000,6,2.35,0
1057,189,114,611,10,879,6565495,Curse of the Golden Flower ,36455,949,2,229,45000000,2006,52,7,2.35,0
1058,125,99,15,61,12000,15279680,Bangkok Dangerous ,48245,12166,1,154,40000000,2008,68,5.4,1.85,0
1059,87,74,188,865,11000,7262288,Big Trouble ,17307,13917,2,186,40000000,2002,1000,6.5,1.85,892
1060,115,139,179,50,267,4584886,Love in the Time of Cholera ,19114,538,0,115,45000000,2007,202,6.4,2.35,0
1061,24,103,170,269,849,2154540,Shadow Conspiracy ,3803,2457,2,41,45000000,1997,623,4.9,2.35,68
1062,152,101,32,104,219,8129455,Johnny English Reborn ,89568,661,1,142,45000000,2011,141,6.3,2.35,17000
1063,656,130,0,650,1000,136019448,Argo ,452465,3133,1,695,44500000,2012,660,7.7,2.35,89000
1064,119,130,99,812,11000,183875760,The Fugitive ,213668,13357,1,270,44000000,1993,1000,7.8,1.85,0
1065,161,110,72,789,18000,67061228,The Bounty Hunter ,96565,21554,1,135,40000000,2010,1000,5.5,2.35,0
1066,73,147,272,893,22000,53300852,Sleepers ,154487,37076,3,259,44000000,1996,11000,7.5,2.35,0
1067,96,96,170,668,13000,150415432,Rambo: First Blood Part II ,117606,15662,0,217,44000000,1985,738,6.4,2.35,0
1068,28,118,13,643,23000,44834712,The Juror ,13995,26907,1,62,44000000,1996,2000,5.6,2.35,353
1069,105,88,3,40,1000,84300000,Pinocchio ,90360,1178,0,147,2600000,1940,48,7.5,1.37,0
1070,102,325,517,678,12000,1500000,Heaven's Gate ,9830,14255,0,189,44000000,1980,849,6.8,2.35,1000
1071,206,102,235,520,956,62318875,Underworld: Evolution ,156225,2998,1,502,50000000,2006,845,6.8,2.35,0
1072,159,110,118,287,11000,5773519,Victor Frankenstein ,28618,12876,2,91,40000000,2015,1000,6,2.35,11000
1073,137,136,835,225,670,51768623,Finding Forrester ,73006,1801,1,297,43000000,2000,370,7.3,2.35,0
1074,116,103,84,664,12000,37035515,28 Days ,34597,23864,1,194,43000000,2000,10000,6,1.37,0
1075,177,103,255,5000,11000,24520892,Unleashed ,85198,22383,1,303,45000000,2005,5000,7,2.35,0
1076,99,90,16,16,44,24430272,The Sweetest Thing ,46158,132,3,403,43000000,2002,28,5.1,1.85,0
1077,56,154,521,957,10000,158348400,The Firm ,88844,14244,0,142,42000000,1993,1000,6.8,1.85,0
1078,117,99,23,135,405,31136950,Charlie St. Cloud ,47364,1066,1,75,44000000,2010,268,6.5,2.35,0
1079,252,93,165,350,26000,29113588,The Mechanic ,117999,27834,0,181,40000000,2011,956,6.6,2.35,16000
1080,375,109,97,839,17000,138447667,21 Jump Street ,408302,19968,2,345,42000000,2012,971,7.2,2.35,39000
1081,150,124,50,427,8000,116006080,Notting Hill ,203269,9255,1,602,42000000,1999,437,7,2.35,11000
1082,187,84,91,206,579,106793915,Chicken Run ,140499,1817,0,358,45000000,2000,530,7,1.85,0
1083,108,90,29,650,22000,87856565,Along Came Polly ,106909,24534,1,268,42000000,2004,923,5.9,1.85,0
1084,21,117,71,547,723,70100000,Boomerang ,20183,3841,1,41,40000000,1992,558,5.4,1.85,0
1085,270,123,176,749,975,159578352,The Heat ,133177,4825,7,380,43000000,2013,815,6.6,2.35,24000
1086,72,251,311,595,940,57750000,Cleopatra ,21554,2957,2,192,31115000,1963,726,7,2.2,0
1087,154,105,153,491,4000,45290318,Here Comes the Boom ,74169,6727,2,112,42000000,2012,828,6.5,1.85,17000
1088,114,115,73,505,11000,41543207,High Crimes ,30077,15571,1,175,42000000,2002,3000,6.3,2.35,893
1089,27,122,0,292,12000,41252428,The Mirror Has Two Faces ,11453,13716,0,71,42000000,1996,592,6.5,1.85,0
1090,166,119,89,395,650,35228696,The Mothman Prophecies ,63677,1651,0,460,32000000,2002,537,6.5,2.35,0
1091,288,81,119,412,468,59992760,Brüno ,119622,2134,1,396,42000000,2009,442,5.8,1.85,0
1092,117,133,46,275,683,34667015,Licence to Kill ,74009,2371,0,317,32000000,1989,349,6.6,2.35,0
1093,291,100,308,913,10000,37652565,Red Riding Hood ,91151,15369,2,283,42000000,2011,2000,5.4,2.35,20000
1094,151,120,17,808,22000,24375436,15 Minutes ,42547,33585,1,265,42000000,2001,9000,6.1,2.35,748
1095,36,104,5,687,5000,20915465,Super Mario Bros. ,38203,7723,0,290,42000000,1993,922,4,1.85,0
1096,168,122,487,16,12000,24127895,Lord of War ,248123,12076,2,437,50000000,2005,43,7.6,2.35,10000
1097,283,80,611,576,5000,84961,Hero ,149414,6229,4,841,31000000,2002,643,7.9,2.35,0
1098,127,91,30,497,922,26404753,One for the Money ,34203,3301,1,169,40000000,2012,786,5.3,2.35,19000
1099,293,112,133,365,11000,6105175,The Interview ,247020,12239,4,835,44000000,2014,392,6.6,2.35,50000
1100,95,100,19,433,624,5664251,The Warrior's Way ,22309,2056,1,102,45000000,2010,489,6.3,2.35,0
1101,213,105,0,52,1000,1260917,Micmacs ,24657,1342,4,71,27000000,2009,172,7.2,2.35,0
1102,119,110,161,196,1000,116724075,8 Mile ,187181,1954,0,564,41000000,2002,418,7,2.35,0
1103,167,144,241,996,13000,56083966,A Knight's Tale ,137003,18761,1,658,65000000,2001,3000,6.9,2.35,0
1104,98,108,4,96,687,22108977,The Medallion ,29861,1134,1,132,41000000,2003,312,5.2,2.35,505
1105,234,107,0,766,13000,293501675,The Sixth Sense ,704766,17540,0,2073,40000000,1999,3000,8.1,1.85,14000
1106,258,102,20,54,107,18600911,Man on a Ledge ,125198,362,6,153,42000000,2012,81,6.6,2.35,11000
1107,108,100,64,296,734,7204138,The Big Year ,34809,2085,0,125,41000000,2011,574,6.2,2.35,11000
1108,81,126,80,225,668,90800000,The Karate Kid ,126907,2004,0,235,8000000,1984,641,7.2,1.85,0
1109,538,138,737,14000,34000,150117807,American Hustle ,358416,83012,5,751,40000000,2013,23000,7.3,2.35,63000
1110,224,108,98,723,16000,163947053,The Proposal ,227824,18656,1,273,40000000,2009,896,6.7,2.35,10000
1111,129,105,78,298,984,116735231,Double Jeopardy ,56646,2129,0,336,70000000,1999,489,6.4,2.35,0
1112,125,108,0,690,1000,118500000,Back to the Future Part II ,340085,3660,0,327,40000000,1989,869,7.8,1.85,12000
1113,433,89,0,903,19000,126546825,Lucy ,327367,32325,0,918,40000000,2014,11000,6.4,2.35,83000
1114,362,129,456,716,1000,166147885,Fifty Shades of Grey ,220020,4585,0,1360,40000000,2015,935,4.1,2.35,101000
1115,93,84,0,2000,13000,111760631,Spy Kids 3-D: Game Over ,40227,22935,3,188,38000000,2003,4000,4.1,1.85,681
1116,71,149,541,1000,18000,108706165,A Time to Kill ,99558,31349,3,236,40000000,1996,11000,7.4,2.35,0
1117,104,94,189,597,3000,138614544,Cheaper by the Dozen ,75152,7014,15,288,40000000,2003,2000,5.8,1.85,0
1118,319,121,532,127,480,125069696,Lone Survivor ,203963,1261,0,420,40000000,2013,449,7.6,2.35,58000
1119,41,128,545,251,15000,107458785,A League of Their Own ,71754,16751,3,166,40000000,1992,923,7.2,2.35,0
1120,300,134,0,336,1000,102310175,The Conjuring 2 ,64989,2676,0,279,40000000,2016,575,7.8,2.35,40000
1121,556,120,21000,81,10000,96917897,The Social Network ,479453,10555,0,696,40000000,2010,349,7.7,2.35,74000
1122,161,129,42,49,97,93952276,He's Just Not That Into You ,132048,318,7,203,40000000,2009,50,6.4,2.35,12000
1123,151,89,119,807,2000,90703745,Scary Movie 4 ,93748,5855,8,410,45000000,2006,869,5.1,1.85,1000
1124,212,116,0,71,287,89138076,Scream 3 ,98535,600,4,734,40000000,2000,157,5.5,2.35,0
1125,111,118,0,690,1000,87666629,Back to the Future Part III ,283480,3986,0,263,40000000,1990,869,7.4,1.37,0
1126,173,107,164,723,8000,90353764,Get Hard ,85629,12556,2,144,40000000,2015,2000,6,1.85,14000
1127,181,155,0,10000,18000,82522790,Bram Stoker's Dracula ,143835,42220,0,654,40000000,1992,12000,7.5,1.85,14000
1128,252,123,0,923,11000,94125426,Julie & Julia ,79264,13321,2,277,40000000,2009,935,7,1.85,13000
1129,216,128,241,898,11000,95001343,42 ,66511,16911,0,200,40000000,2013,3000,7.5,2.35,28000
1130,203,139,333,1000,22000,81292135,The Talented Mr. Ripley ,137891,36810,1,696,40000000,1999,13000,7.3,1.85,0
1131,218,109,101,839,13000,86208010,Dumb and Dumber To ,97045,16179,1,285,35000000,2014,899,5.7,1.85,55000
1132,118,120,155,249,23000,81593527,Eight Below ,48806,24300,1,263,40000000,2006,984,7.3,2.35,11000
1133,241,121,278,808,22000,75274748,The Intern ,130661,36010,2,304,35000000,2015,11000,7.2,1.85,54000
1134,119,102,167,655,2000,90835030,Ride Along 2 ,28621,5178,0,58,40000000,2016,874,5.9,2.35,0
1135,89,117,0,322,855,72455275,The Last of the Mohicans ,113068,2144,1,382,40000000,1992,363,7.8,2.35,0
1136,209,178,138,748,904,75305995,Ray ,110394,5074,0,433,40000000,2004,876,7.7,1.85,0
1137,374,147,436,175,3000,74098862,Sin City ,656640,3924,1,1732,40000000,2005,472,8.1,1.85,13000
1138,235,90,38,882,2000,72266306,Vantage Point ,127528,6775,4,422,40000000,2008,897,6.6,2.35,0
1140,125,206,0,4,433,70405498,JFK ,113472,698,1,442,40000000,1991,256,8,2.35,0
1141,65,99,14,633,17000,70163652,Big Momma's House 2 ,31968,19334,0,82,40000000,2006,826,4.6,1.85,663
1142,125,123,563,8000,24000,66808615,The Mexican ,87351,43917,0,344,34000000,2001,11000,6.1,2.35,2000
1143,322,137,11000,465,769,115603980,Unbroken ,103589,2938,0,351,65000000,2014,698,7.2,2.35,35000
1144,191,102,23,651,2000,64149837,17 Again ,146899,7009,1,185,20000000,2009,2000,6.4,2.35,0
1145,191,109,415,119,982,83906114,The Other Woman ,104481,2357,2,189,40000000,2014,971,6,2.35,16000
1146,221,82,160,748,164000,66466372,The Final Destination ,75345,303717,0,290,40000000,2009,137000,5.2,2.35,0
1147,459,142,14000,423,15000,72306065,Bridge of Spies ,178118,16944,0,355,40000000,2015,535,7.6,2.35,55000
1148,131,106,212,389,578,59068786,Behind Enemy Lines ,86902,2544,2,411,40000000,2001,563,6.4,2.35,0
1149,118,106,23,418,1000,57887882,Shall We Dance ,35508,2325,2,211,50000000,2004,593,6.1,1.85,0
1150,100,108,287,823,4000,53955614,Small Soldiers ,77415,8610,0,139,40000000,1998,835,6.1,2.35,0
1151,70,98,20,968,2000,54967359,Spawn ,52805,7039,0,209,40000000,1997,2000,5.2,1.85,0
1152,138,131,58,720,15000,54228104,The Count of Monte Cristo ,104991,17152,1,544,35000000,2002,1000,7.7,1.85,0
1153,274,118,65,638,11000,57981889,The Lincoln Lawyer ,173848,13943,1,203,40000000,2011,980,7.3,2.35,25000
1154,349,113,174,767,14000,61094903,Unknown ,210542,17152,3,332,30000000,2011,903,6.9,2.35,29000
1155,341,130,22000,19000,23000,53082743,The Prestige ,844052,63986,1,1100,40000000,2006,20000,8.5,2.35,49000
1156,196,116,51,465,18000,54414716,Horrible Bosses 2 ,114294,30571,7,187,42000000,2014,11000,6.3,2.35,12000
1157,83,89,7,91,3000,57011847,Escape from Planet Earth ,20615,3361,2,44,40000000,2013,190,5.9,2.35,0
1158,283,139,0,19,708,50859889,Apocalypto ,236000,848,0,1043,40000000,2006,78,7.8,1.85,14000
1159,105,130,46,162,387,51185897,The Living Daylights ,69457,1233,1,271,30000000,1987,244,6.7,2.35,0
1160,351,107,190,520,2000,52000688,Predators ,171418,4243,0,619,40000000,2010,1000,6.4,2.35,17000
1161,16,116,425,204,954,49851591,Legal Eagles ,7900,2179,3,34,40000000,1986,568,5.9,2.35,263
1162,195,96,192,501,40000,47781388,Secret Window ,147504,41293,1,531,40000000,2004,534,6.6,2.35,0
1163,175,99,18,211,18000,52320979,The Lake House ,114321,18693,0,548,40000000,2006,426,6.8,2.35,0
1164,193,104,34,280,545,47806295,The Skeleton Key ,87447,1274,0,371,43000000,2005,351,6.5,2.35,0
1165,169,105,54,988,3000,51853450,The Odd Life of Timothy Green ,37398,9069,0,110,25000000,2012,2000,6.6,1.85,11000
1166,128,101,10,681,1000,46012734,Made of Honor ,54421,4298,2,101,40000000,2008,689,5.8,2.35,3000
1167,249,134,16000,235,880,47034272,Jersey Boys ,25465,2281,1,190,40000000,2014,413,6.9,2.35,16000
1168,91,135,0,913,13000,45856732,The Rainmaker ,46221,16762,1,141,40000000,1997,936,7.1,2.35,0
1169,207,98,326,416,21000,59588068,Gothika ,89557,22318,1,376,40000000,2003,534,5.8,1.85,0
1170,77,155,14000,11000,12000,44175394,Amistad ,56509,37570,2,227,36000000,1997,11000,7.2,1.85,0
1171,25,106,323,0,472,45500797,Medicine Man ,17443,519,2,56,40000000,1992,47,6,2.35,694
1172,211,102,25,473,1000,41797066,Aliens vs. Predator: Requiem ,92789,4324,0,998,40000000,2007,741,4.7,2.35,0
1173,19,95,80,287,3000,38087756,Ri¢hie Ri¢h ,49612,4634,1,39,40000000,1994,450,5.2,1.85,0
1174,101,103,643,586,24000,37752931,Autumn in New York ,20201,26938,2,180,40000000,2000,1000,5.5,1.85,0
1175,342,109,99,57,176,37371385,Paul ,192462,390,0,334,40000000,2011,61,7,2.35,42000
1176,147,95,98,78,405,37101011,The Guilt Trip ,30394,1070,1,103,40000000,2012,358,5.8,2.35,0
1177,420,111,0,687,2000,38176892,Scream 4 ,104119,4486,0,518,40000000,2011,741,6.2,2.35,26000
1178,138,123,541,173,12000,36283504,8MM ,104564,12970,1,587,40000000,1999,638,6.5,2.35,0
1179,82,140,0,552,720,35183792,The Doors ,68159,3044,1,209,38000000,1991,576,7.2,2.35,0
1180,201,94,52,214,683,38543473,Sex Tape ,84382,1488,2,158,40000000,2014,392,5.1,1.85,0
1181,82,94,0,235,374,36037909,Hanging Up ,10132,1238,3,130,60000000,2000,258,4.7,1.85,390
1182,277,92,77,495,703,42575718,Final Destination 5 ,83788,3074,0,227,40000000,2011,682,5.9,2.35,20000
1183,90,102,6,584,711,33864342,Mickey Blue Eyes ,29968,2913,1,117,40000000,1999,683,5.8,1.85,445
